#,Code,District,Headquarters,Population,Area (km2),Density (/km2),State/UnionTerritory,City Tier
1,NI,Nicobar,Car Nicobar,36842,1841,20,Andaman and Nicobar Islands,Tier III
2,,North and Middle Andaman,Mayabunder,105597,3736,28,Andaman and Nicobar Islands,Tier I
3,SA,South Andaman,Port Blair,238142,2672,89,Andaman and Nicobar Islands,Tier I
