#,Code,District,Headquarters,Population,Area (km2),Density (/km2),State/UnionTerritory,City Tier
1,KR,Kargil,Kargil,143388,14036,10,Ladakh,Tier I
2,LE,Leh,Leh,133487,45110,3,Ladakh,Tier I
