#,Code,District,Headquarters,Population,Area (km2),Density (/km2),State/UnionTerritory,City Tier
1,DA,Daman,Daman,191173,72,2651,"Dadra Nagar Haveli, Daman and Diu",Tier I
2,DI,Diu,Diu,52074,39,2058,"Dadra Nagar Haveli, Daman and Diu",Tier II
3,DN,Dadra and Nagar Haveli,Silvassa,343709,491,700,"Dadra Nagar Haveli, Daman and Diu",Tier I
