#,Code,District,Headquarters,Population,Area (km2),Density (/km2),State/UnionTerritory,City Tier
1,NG,North Goa,Panaji,817761,1736,471,Goa,Tier I
2,SG,South Goa,Margao,639962,1966,326,Goa,Tier I
