#,Code,District,Headquarters,Population,Area (km2),Density (/km2),State/UnionTerritory,City Tier
1,KA,Karaikal,Karaikal,200222,157,1275,Puducherry,Tier I
2,MA,Mahé,Mahé,41816,9,4646,Puducherry,Tier III
3,PO,Puducherry,Pondicherry,950289,293,3232,Puducherry,Tier I
4,YA,Yanam,Yanam,55626,30,1854,Puducherry,Tier II
